Trial Number,Batch Size,Feature Noised,Accuracy,Noise Std Dev,Feature Importance,Importance Ratio,Importance Difference,Degradation in Accuracy Difference,Degradation in Accuracy Ratio
0,1,Baseline,0.733,0.0,0.0,1.0,0.0,0.0,1.0
0,1,feature 1,0.736,0.125,1.0,1.0,0.0,-0.0030000000000000027,1.004092769440655
0,1,feature 1,0.722,0.25,1.0,1.0,0.0,0.01100000000000001,0.984993178717599
0,1,feature 1,0.745,0.5,1.0,1.0,0.0,-0.01200000000000001,1.0163710777626194
0,1,feature 1,0.728,0.75,1.0,1.0,0.0,0.0050000000000000044,0.9931787175989086
0,1,feature 1,0.731,1.0,1.0,1.0,0.0,0.0020000000000000018,0.9972714870395635
0,1,feature 1,0.74,1.5,1.0,1.0,0.0,-0.007000000000000006,1.009549795361528
0,1,feature 1,0.746,2.0,1.0,1.0,0.0,-0.013000000000000012,1.0177353342428377
0,1,feature 1,0.727,2.5,1.0,1.0,0.0,0.006000000000000005,0.9918144611186903
0,1,feature 1,0.742,3.0,1.0,1.0,0.0,-0.009000000000000008,1.0122783083219646
0,1,feature 1,0.731,3.5,1.0,1.0,0.0,0.0020000000000000018,0.9972714870395635
0,1,feature 1,0.712,4.0,1.0,1.0,0.0,0.02100000000000002,0.9713506139154161
1,1,Baseline,0.733,0.0,0.0,1.0,0.0,0.0,1.0
1,1,feature 1,0.736,0.125,1.0,1.0,0.0,-0.0030000000000000027,1.004092769440655
1,1,feature 1,0.722,0.25,1.0,1.0,0.0,0.01100000000000001,0.984993178717599
1,1,feature 1,0.745,0.5,1.0,1.0,0.0,-0.01200000000000001,1.0163710777626194
1,1,feature 1,0.728,0.75,1.0,1.0,0.0,0.0050000000000000044,0.9931787175989086
1,1,feature 1,0.731,1.0,1.0,1.0,0.0,0.0020000000000000018,0.9972714870395635
1,1,feature 1,0.74,1.5,1.0,1.0,0.0,-0.007000000000000006,1.009549795361528
1,1,feature 1,0.746,2.0,1.0,1.0,0.0,-0.013000000000000012,1.0177353342428377
1,1,feature 1,0.727,2.5,1.0,1.0,0.0,0.006000000000000005,0.9918144611186903
1,1,feature 1,0.742,3.0,1.0,1.0,0.0,-0.009000000000000008,1.0122783083219646
1,1,feature 1,0.731,3.5,1.0,1.0,0.0,0.0020000000000000018,0.9972714870395635
1,1,feature 1,0.712,4.0,1.0,1.0,0.0,0.02100000000000002,0.9713506139154161
2,1,Baseline,0.733,0.0,0.0,1.0,0.0,0.0,1.0
2,1,feature 1,0.736,0.125,1.0,1.0,0.0,-0.0030000000000000027,1.004092769440655
2,1,feature 1,0.722,0.25,1.0,1.0,0.0,0.01100000000000001,0.984993178717599
2,1,feature 1,0.745,0.5,1.0,1.0,0.0,-0.01200000000000001,1.0163710777626194
2,1,feature 1,0.728,0.75,1.0,1.0,0.0,0.0050000000000000044,0.9931787175989086
2,1,feature 1,0.731,1.0,1.0,1.0,0.0,0.0020000000000000018,0.9972714870395635
2,1,feature 1,0.74,1.5,1.0,1.0,0.0,-0.007000000000000006,1.009549795361528
2,1,feature 1,0.746,2.0,1.0,1.0,0.0,-0.013000000000000012,1.0177353342428377
2,1,feature 1,0.727,2.5,1.0,1.0,0.0,0.006000000000000005,0.9918144611186903
2,1,feature 1,0.742,3.0,1.0,1.0,0.0,-0.009000000000000008,1.0122783083219646
2,1,feature 1,0.731,3.5,1.0,1.0,0.0,0.0020000000000000018,0.9972714870395635
2,1,feature 1,0.712,4.0,1.0,1.0,0.0,0.02100000000000002,0.9713506139154161
3,1,Baseline,0.733,0.0,0.0,1.0,0.0,0.0,1.0
3,1,feature 1,0.736,0.125,1.0,1.0,0.0,-0.0030000000000000027,1.004092769440655
3,1,feature 1,0.722,0.25,1.0,1.0,0.0,0.01100000000000001,0.984993178717599
3,1,feature 1,0.745,0.5,1.0,1.0,0.0,-0.01200000000000001,1.0163710777626194
3,1,feature 1,0.728,0.75,1.0,1.0,0.0,0.0050000000000000044,0.9931787175989086
3,1,feature 1,0.731,1.0,1.0,1.0,0.0,0.0020000000000000018,0.9972714870395635
3,1,feature 1,0.74,1.5,1.0,1.0,0.0,-0.007000000000000006,1.009549795361528
3,1,feature 1,0.746,2.0,1.0,1.0,0.0,-0.013000000000000012,1.0177353342428377
3,1,feature 1,0.727,2.5,1.0,1.0,0.0,0.006000000000000005,0.9918144611186903
3,1,feature 1,0.742,3.0,1.0,1.0,0.0,-0.009000000000000008,1.0122783083219646
3,1,feature 1,0.731,3.5,1.0,1.0,0.0,0.0020000000000000018,0.9972714870395635
3,1,feature 1,0.712,4.0,1.0,1.0,0.0,0.02100000000000002,0.9713506139154161
4,1,Baseline,0.754,0.0,0.0,1.0,0.0,0.0,1.0
4,1,feature 2,0.789,0.125,1.0,1.0,0.0,-0.03500000000000003,1.0464190981432362
4,1,feature 2,0.76,0.25,1.0,1.0,0.0,-0.006000000000000005,1.0079575596816976
4,1,feature 2,0.774,0.5,1.0,1.0,0.0,-0.020000000000000018,1.026525198938992
4,1,feature 2,0.777,0.75,1.0,1.0,0.0,-0.02300000000000002,1.030503978779841
4,1,feature 2,0.763,1.0,1.0,1.0,0.0,-0.009000000000000008,1.0119363395225465
4,1,feature 2,0.757,1.5,1.0,1.0,0.0,-0.0030000000000000027,1.0039787798408488
4,1,feature 2,0.747,2.0,1.0,1.0,0.0,0.007000000000000006,0.9907161803713528
4,1,feature 2,0.731,2.5,1.0,1.0,0.0,0.02300000000000002,0.9694960212201591
4,1,feature 2,0.73,3.0,1.0,1.0,0.0,0.02400000000000002,0.9681697612732095
4,1,feature 2,0.749,3.5,1.0,1.0,0.0,0.0050000000000000044,0.993368700265252
4,1,feature 2,0.743,4.0,1.0,1.0,0.0,0.01100000000000001,0.9854111405835544
5,1,Baseline,0.754,0.0,0.0,1.0,0.0,0.0,1.0
5,1,feature 2,0.789,0.125,1.0,1.0,0.0,-0.03500000000000003,1.0464190981432362
5,1,feature 2,0.76,0.25,1.0,1.0,0.0,-0.006000000000000005,1.0079575596816976
5,1,feature 2,0.774,0.5,1.0,1.0,0.0,-0.020000000000000018,1.026525198938992
5,1,feature 2,0.777,0.75,1.0,1.0,0.0,-0.02300000000000002,1.030503978779841
5,1,feature 2,0.763,1.0,1.0,1.0,0.0,-0.009000000000000008,1.0119363395225465
5,1,feature 2,0.757,1.5,1.0,1.0,0.0,-0.0030000000000000027,1.0039787798408488
5,1,feature 2,0.747,2.0,1.0,1.0,0.0,0.007000000000000006,0.9907161803713528
5,1,feature 2,0.731,2.5,1.0,1.0,0.0,0.02300000000000002,0.9694960212201591
5,1,feature 2,0.73,3.0,1.0,1.0,0.0,0.02400000000000002,0.9681697612732095
5,1,feature 2,0.749,3.5,1.0,1.0,0.0,0.0050000000000000044,0.993368700265252
5,1,feature 2,0.743,4.0,1.0,1.0,0.0,0.01100000000000001,0.9854111405835544
6,1,Baseline,0.733,0.0,0.0,1.0,0.0,0.0,1.0
6,1,feature 1,0.736,0.125,1.0,1.0,0.0,-0.0030000000000000027,1.004092769440655
6,1,feature 1,0.722,0.25,1.0,1.0,0.0,0.01100000000000001,0.984993178717599
6,1,feature 1,0.745,0.5,1.0,1.0,0.0,-0.01200000000000001,1.0163710777626194
6,1,feature 1,0.728,0.75,1.0,1.0,0.0,0.0050000000000000044,0.9931787175989086
6,1,feature 1,0.731,1.0,1.0,1.0,0.0,0.0020000000000000018,0.9972714870395635
6,1,feature 1,0.74,1.5,1.0,1.0,0.0,-0.007000000000000006,1.009549795361528
6,1,feature 1,0.746,2.0,1.0,1.0,0.0,-0.013000000000000012,1.0177353342428377
6,1,feature 1,0.727,2.5,1.0,1.0,0.0,0.006000000000000005,0.9918144611186903
6,1,feature 1,0.742,3.0,1.0,1.0,0.0,-0.009000000000000008,1.0122783083219646
6,1,feature 1,0.731,3.5,1.0,1.0,0.0,0.0020000000000000018,0.9972714870395635
6,1,feature 1,0.712,4.0,1.0,1.0,0.0,0.02100000000000002,0.9713506139154161
7,1,Baseline,0.733,0.0,0.0,1.0,0.0,0.0,1.0
7,1,feature 1,0.736,0.125,1.0,1.0,0.0,-0.0030000000000000027,1.004092769440655
7,1,feature 1,0.722,0.25,1.0,1.0,0.0,0.01100000000000001,0.984993178717599
7,1,feature 1,0.745,0.5,1.0,1.0,0.0,-0.01200000000000001,1.0163710777626194
7,1,feature 1,0.728,0.75,1.0,1.0,0.0,0.0050000000000000044,0.9931787175989086
7,1,feature 1,0.731,1.0,1.0,1.0,0.0,0.0020000000000000018,0.9972714870395635
7,1,feature 1,0.74,1.5,1.0,1.0,0.0,-0.007000000000000006,1.009549795361528
7,1,feature 1,0.746,2.0,1.0,1.0,0.0,-0.013000000000000012,1.0177353342428377
7,1,feature 1,0.727,2.5,1.0,1.0,0.0,0.006000000000000005,0.9918144611186903
7,1,feature 1,0.742,3.0,1.0,1.0,0.0,-0.009000000000000008,1.0122783083219646
7,1,feature 1,0.731,3.5,1.0,1.0,0.0,0.0020000000000000018,0.9972714870395635
7,1,feature 1,0.712,4.0,1.0,1.0,0.0,0.02100000000000002,0.9713506139154161
8,1,Baseline,0.733,0.0,0.0,1.0,0.0,0.0,1.0
8,1,feature 1,0.736,0.125,1.0,1.0,0.0,-0.0030000000000000027,1.004092769440655
8,1,feature 1,0.722,0.25,1.0,1.0,0.0,0.01100000000000001,0.984993178717599
8,1,feature 1,0.745,0.5,1.0,1.0,0.0,-0.01200000000000001,1.0163710777626194
8,1,feature 1,0.728,0.75,1.0,1.0,0.0,0.0050000000000000044,0.9931787175989086
8,1,feature 1,0.731,1.0,1.0,1.0,0.0,0.0020000000000000018,0.9972714870395635
8,1,feature 1,0.74,1.5,1.0,1.0,0.0,-0.007000000000000006,1.009549795361528
8,1,feature 1,0.746,2.0,1.0,1.0,0.0,-0.013000000000000012,1.0177353342428377
8,1,feature 1,0.727,2.5,1.0,1.0,0.0,0.006000000000000005,0.9918144611186903
8,1,feature 1,0.742,3.0,1.0,1.0,0.0,-0.009000000000000008,1.0122783083219646
8,1,feature 1,0.731,3.5,1.0,1.0,0.0,0.0020000000000000018,0.9972714870395635
8,1,feature 1,0.712,4.0,1.0,1.0,0.0,0.02100000000000002,0.9713506139154161
9,1,Baseline,0.733,0.0,0.0,1.0,0.0,0.0,1.0
9,1,feature 1,0.736,0.125,1.0,1.0,0.0,-0.0030000000000000027,1.004092769440655
9,1,feature 1,0.722,0.25,1.0,1.0,0.0,0.01100000000000001,0.984993178717599
9,1,feature 1,0.745,0.5,1.0,1.0,0.0,-0.01200000000000001,1.0163710777626194
9,1,feature 1,0.728,0.75,1.0,1.0,0.0,0.0050000000000000044,0.9931787175989086
9,1,feature 1,0.731,1.0,1.0,1.0,0.0,0.0020000000000000018,0.9972714870395635
9,1,feature 1,0.74,1.5,1.0,1.0,0.0,-0.007000000000000006,1.009549795361528
9,1,feature 1,0.746,2.0,1.0,1.0,0.0,-0.013000000000000012,1.0177353342428377
9,1,feature 1,0.727,2.5,1.0,1.0,0.0,0.006000000000000005,0.9918144611186903
9,1,feature 1,0.742,3.0,1.0,1.0,0.0,-0.009000000000000008,1.0122783083219646
9,1,feature 1,0.731,3.5,1.0,1.0,0.0,0.0020000000000000018,0.9972714870395635
9,1,feature 1,0.712,4.0,1.0,1.0,0.0,0.02100000000000002,0.9713506139154161
10,1,Baseline,0.733,0.0,0.0,1.0,0.0,0.0,1.0
10,1,feature 1,0.736,0.125,1.0,1.0,0.0,-0.0030000000000000027,1.004092769440655
10,1,feature 1,0.722,0.25,1.0,1.0,0.0,0.01100000000000001,0.984993178717599
10,1,feature 1,0.745,0.5,1.0,1.0,0.0,-0.01200000000000001,1.0163710777626194
10,1,feature 1,0.728,0.75,1.0,1.0,0.0,0.0050000000000000044,0.9931787175989086
10,1,feature 1,0.731,1.0,1.0,1.0,0.0,0.0020000000000000018,0.9972714870395635
10,1,feature 1,0.74,1.5,1.0,1.0,0.0,-0.007000000000000006,1.009549795361528
10,1,feature 1,0.746,2.0,1.0,1.0,0.0,-0.013000000000000012,1.0177353342428377
10,1,feature 1,0.727,2.5,1.0,1.0,0.0,0.006000000000000005,0.9918144611186903
10,1,feature 1,0.742,3.0,1.0,1.0,0.0,-0.009000000000000008,1.0122783083219646
10,1,feature 1,0.731,3.5,1.0,1.0,0.0,0.0020000000000000018,0.9972714870395635
10,1,feature 1,0.712,4.0,1.0,1.0,0.0,0.02100000000000002,0.9713506139154161
11,1,Baseline,0.733,0.0,0.0,1.0,0.0,0.0,1.0
11,1,feature 1,0.736,0.125,1.0,1.0,0.0,-0.0030000000000000027,1.004092769440655
11,1,feature 1,0.722,0.25,1.0,1.0,0.0,0.01100000000000001,0.984993178717599
11,1,feature 1,0.745,0.5,1.0,1.0,0.0,-0.01200000000000001,1.0163710777626194
11,1,feature 1,0.728,0.75,1.0,1.0,0.0,0.0050000000000000044,0.9931787175989086
11,1,feature 1,0.731,1.0,1.0,1.0,0.0,0.0020000000000000018,0.9972714870395635
11,1,feature 1,0.74,1.5,1.0,1.0,0.0,-0.007000000000000006,1.009549795361528
11,1,feature 1,0.746,2.0,1.0,1.0,0.0,-0.013000000000000012,1.0177353342428377
11,1,feature 1,0.727,2.5,1.0,1.0,0.0,0.006000000000000005,0.9918144611186903
11,1,feature 1,0.742,3.0,1.0,1.0,0.0,-0.009000000000000008,1.0122783083219646
11,1,feature 1,0.731,3.5,1.0,1.0,0.0,0.0020000000000000018,0.9972714870395635
11,1,feature 1,0.712,4.0,1.0,1.0,0.0,0.02100000000000002,0.9713506139154161
12,1,Baseline,0.733,0.0,0.0,1.0,0.0,0.0,1.0
12,1,feature 1,0.736,0.125,1.0,1.0,0.0,-0.0030000000000000027,1.004092769440655
12,1,feature 1,0.722,0.25,1.0,1.0,0.0,0.01100000000000001,0.984993178717599
12,1,feature 1,0.745,0.5,1.0,1.0,0.0,-0.01200000000000001,1.0163710777626194
12,1,feature 1,0.728,0.75,1.0,1.0,0.0,0.0050000000000000044,0.9931787175989086
12,1,feature 1,0.731,1.0,1.0,1.0,0.0,0.0020000000000000018,0.9972714870395635
12,1,feature 1,0.74,1.5,1.0,1.0,0.0,-0.007000000000000006,1.009549795361528
12,1,feature 1,0.746,2.0,1.0,1.0,0.0,-0.013000000000000012,1.0177353342428377
12,1,feature 1,0.727,2.5,1.0,1.0,0.0,0.006000000000000005,0.9918144611186903
12,1,feature 1,0.742,3.0,1.0,1.0,0.0,-0.009000000000000008,1.0122783083219646
12,1,feature 1,0.731,3.5,1.0,1.0,0.0,0.0020000000000000018,0.9972714870395635
12,1,feature 1,0.712,4.0,1.0,1.0,0.0,0.02100000000000002,0.9713506139154161
13,1,Baseline,0.733,0.0,0.0,1.0,0.0,0.0,1.0
13,1,feature 1,0.736,0.125,1.0,1.0,0.0,-0.0030000000000000027,1.004092769440655
13,1,feature 1,0.722,0.25,1.0,1.0,0.0,0.01100000000000001,0.984993178717599
13,1,feature 1,0.745,0.5,1.0,1.0,0.0,-0.01200000000000001,1.0163710777626194
13,1,feature 1,0.728,0.75,1.0,1.0,0.0,0.0050000000000000044,0.9931787175989086
13,1,feature 1,0.731,1.0,1.0,1.0,0.0,0.0020000000000000018,0.9972714870395635
13,1,feature 1,0.74,1.5,1.0,1.0,0.0,-0.007000000000000006,1.009549795361528
13,1,feature 1,0.746,2.0,1.0,1.0,0.0,-0.013000000000000012,1.0177353342428377
13,1,feature 1,0.727,2.5,1.0,1.0,0.0,0.006000000000000005,0.9918144611186903
13,1,feature 1,0.742,3.0,1.0,1.0,0.0,-0.009000000000000008,1.0122783083219646
13,1,feature 1,0.731,3.5,1.0,1.0,0.0,0.0020000000000000018,0.9972714870395635
13,1,feature 1,0.712,4.0,1.0,1.0,0.0,0.02100000000000002,0.9713506139154161
14,1,Baseline,0.754,0.0,0.0,1.0,0.0,0.0,1.0
14,1,feature 2,0.789,0.125,1.0,1.0,0.0,-0.03500000000000003,1.0464190981432362
14,1,feature 2,0.76,0.25,1.0,1.0,0.0,-0.006000000000000005,1.0079575596816976
14,1,feature 2,0.774,0.5,1.0,1.0,0.0,-0.020000000000000018,1.026525198938992
14,1,feature 2,0.777,0.75,1.0,1.0,0.0,-0.02300000000000002,1.030503978779841
14,1,feature 2,0.763,1.0,1.0,1.0,0.0,-0.009000000000000008,1.0119363395225465
14,1,feature 2,0.757,1.5,1.0,1.0,0.0,-0.0030000000000000027,1.0039787798408488
14,1,feature 2,0.747,2.0,1.0,1.0,0.0,0.007000000000000006,0.9907161803713528
14,1,feature 2,0.731,2.5,1.0,1.0,0.0,0.02300000000000002,0.9694960212201591
14,1,feature 2,0.73,3.0,1.0,1.0,0.0,0.02400000000000002,0.9681697612732095
14,1,feature 2,0.749,3.5,1.0,1.0,0.0,0.0050000000000000044,0.993368700265252
14,1,feature 2,0.743,4.0,1.0,1.0,0.0,0.01100000000000001,0.9854111405835544
15,1,Baseline,0.754,0.0,0.0,1.0,0.0,0.0,1.0
15,1,feature 2,0.789,0.125,1.0,1.0,0.0,-0.03500000000000003,1.0464190981432362
15,1,feature 2,0.76,0.25,1.0,1.0,0.0,-0.006000000000000005,1.0079575596816976
15,1,feature 2,0.774,0.5,1.0,1.0,0.0,-0.020000000000000018,1.026525198938992
15,1,feature 2,0.777,0.75,1.0,1.0,0.0,-0.02300000000000002,1.030503978779841
15,1,feature 2,0.763,1.0,1.0,1.0,0.0,-0.009000000000000008,1.0119363395225465
15,1,feature 2,0.757,1.5,1.0,1.0,0.0,-0.0030000000000000027,1.0039787798408488
15,1,feature 2,0.747,2.0,1.0,1.0,0.0,0.007000000000000006,0.9907161803713528
15,1,feature 2,0.731,2.5,1.0,1.0,0.0,0.02300000000000002,0.9694960212201591
15,1,feature 2,0.73,3.0,1.0,1.0,0.0,0.02400000000000002,0.9681697612732095
15,1,feature 2,0.749,3.5,1.0,1.0,0.0,0.0050000000000000044,0.993368700265252
15,1,feature 2,0.743,4.0,1.0,1.0,0.0,0.01100000000000001,0.9854111405835544
16,1,Baseline,0.754,0.0,0.0,1.0,0.0,0.0,1.0
16,1,feature 2,0.789,0.125,1.0,1.0,0.0,-0.03500000000000003,1.0464190981432362
16,1,feature 2,0.76,0.25,1.0,1.0,0.0,-0.006000000000000005,1.0079575596816976
16,1,feature 2,0.774,0.5,1.0,1.0,0.0,-0.020000000000000018,1.026525198938992
16,1,feature 2,0.777,0.75,1.0,1.0,0.0,-0.02300000000000002,1.030503978779841
16,1,feature 2,0.763,1.0,1.0,1.0,0.0,-0.009000000000000008,1.0119363395225465
16,1,feature 2,0.757,1.5,1.0,1.0,0.0,-0.0030000000000000027,1.0039787798408488
16,1,feature 2,0.747,2.0,1.0,1.0,0.0,0.007000000000000006,0.9907161803713528
16,1,feature 2,0.731,2.5,1.0,1.0,0.0,0.02300000000000002,0.9694960212201591
16,1,feature 2,0.73,3.0,1.0,1.0,0.0,0.02400000000000002,0.9681697612732095
16,1,feature 2,0.749,3.5,1.0,1.0,0.0,0.0050000000000000044,0.993368700265252
16,1,feature 2,0.743,4.0,1.0,1.0,0.0,0.01100000000000001,0.9854111405835544
17,1,Baseline,0.754,0.0,0.0,1.0,0.0,0.0,1.0
17,1,feature 2,0.789,0.125,1.0,1.0,0.0,-0.03500000000000003,1.0464190981432362
17,1,feature 2,0.76,0.25,1.0,1.0,0.0,-0.006000000000000005,1.0079575596816976
17,1,feature 2,0.774,0.5,1.0,1.0,0.0,-0.020000000000000018,1.026525198938992
17,1,feature 2,0.777,0.75,1.0,1.0,0.0,-0.02300000000000002,1.030503978779841
17,1,feature 2,0.763,1.0,1.0,1.0,0.0,-0.009000000000000008,1.0119363395225465
17,1,feature 2,0.757,1.5,1.0,1.0,0.0,-0.0030000000000000027,1.0039787798408488
17,1,feature 2,0.747,2.0,1.0,1.0,0.0,0.007000000000000006,0.9907161803713528
17,1,feature 2,0.731,2.5,1.0,1.0,0.0,0.02300000000000002,0.9694960212201591
17,1,feature 2,0.73,3.0,1.0,1.0,0.0,0.02400000000000002,0.9681697612732095
17,1,feature 2,0.749,3.5,1.0,1.0,0.0,0.0050000000000000044,0.993368700265252
17,1,feature 2,0.743,4.0,1.0,1.0,0.0,0.01100000000000001,0.9854111405835544
18,1,Baseline,0.733,0.0,0.0,1.0,0.0,0.0,1.0
18,1,feature 1,0.736,0.125,1.0,1.0,0.0,-0.0030000000000000027,1.004092769440655
18,1,feature 1,0.722,0.25,1.0,1.0,0.0,0.01100000000000001,0.984993178717599
18,1,feature 1,0.745,0.5,1.0,1.0,0.0,-0.01200000000000001,1.0163710777626194
18,1,feature 1,0.728,0.75,1.0,1.0,0.0,0.0050000000000000044,0.9931787175989086
18,1,feature 1,0.731,1.0,1.0,1.0,0.0,0.0020000000000000018,0.9972714870395635
18,1,feature 1,0.74,1.5,1.0,1.0,0.0,-0.007000000000000006,1.009549795361528
18,1,feature 1,0.746,2.0,1.0,1.0,0.0,-0.013000000000000012,1.0177353342428377
18,1,feature 1,0.727,2.5,1.0,1.0,0.0,0.006000000000000005,0.9918144611186903
18,1,feature 1,0.742,3.0,1.0,1.0,0.0,-0.009000000000000008,1.0122783083219646
18,1,feature 1,0.731,3.5,1.0,1.0,0.0,0.0020000000000000018,0.9972714870395635
18,1,feature 1,0.712,4.0,1.0,1.0,0.0,0.02100000000000002,0.9713506139154161
19,1,Baseline,0.754,0.0,0.0,1.0,0.0,0.0,1.0
19,1,feature 2,0.789,0.125,1.0,1.0,0.0,-0.03500000000000003,1.0464190981432362
19,1,feature 2,0.76,0.25,1.0,1.0,0.0,-0.006000000000000005,1.0079575596816976
19,1,feature 2,0.774,0.5,1.0,1.0,0.0,-0.020000000000000018,1.026525198938992
19,1,feature 2,0.777,0.75,1.0,1.0,0.0,-0.02300000000000002,1.030503978779841
19,1,feature 2,0.763,1.0,1.0,1.0,0.0,-0.009000000000000008,1.0119363395225465
19,1,feature 2,0.757,1.5,1.0,1.0,0.0,-0.0030000000000000027,1.0039787798408488
19,1,feature 2,0.747,2.0,1.0,1.0,0.0,0.007000000000000006,0.9907161803713528
19,1,feature 2,0.731,2.5,1.0,1.0,0.0,0.02300000000000002,0.9694960212201591
19,1,feature 2,0.73,3.0,1.0,1.0,0.0,0.02400000000000002,0.9681697612732095
19,1,feature 2,0.749,3.5,1.0,1.0,0.0,0.0050000000000000044,0.993368700265252
19,1,feature 2,0.743,4.0,1.0,1.0,0.0,0.01100000000000001,0.9854111405835544
0,2,Baseline,0.793,0.0,0.0,1.0,0.0,0.0,1.0
0,2,feature 1,0.791,0.125,0.47340549384302183,1.0175002805335003,-0.008284728948353082,0.0020000000000000018,0.9974779319041615
0,2,feature 1,0.802,0.25,0.47340549384302183,1.0362290143457995,-0.01715101442781919,-0.009000000000000008,1.0113493064312737
0,2,feature 1,0.795,0.5,0.47340549384302183,1.0042441865751357,-0.002009221241564052,-0.0020000000000000018,1.0025220680958387
0,2,feature 1,0.787,0.75,0.47340549384302183,0.9600492148323019,0.018912921181730602,0.006000000000000005,0.9924337957124842
0,2,feature 1,0.791,1.0,0.47340549384302183,0.9404875463840296,0.02817352249387839,0.0020000000000000018,0.9974779319041615
0,2,feature 1,0.791,1.5,0.47340549384302183,0.8937258901281457,0.05031074746661274,0.0020000000000000018,0.9974779319041615
0,2,feature 1,0.779,2.0,0.47340549384302183,0.8814634315727865,0.05611586271474217,0.014000000000000012,0.9823455233291298
0,2,feature 1,0.788,2.5,0.47340549384302183,0.8647696590676308,0.06401878633164843,0.0050000000000000044,0.9936948297604036
0,2,feature 1,0.784,3.0,0.47340549384302183,0.8269220930420997,0.08193603201672134,0.009000000000000008,0.9886506935687264
0,2,feature 1,0.781,3.5,0.47340549384302183,0.8512707348568221,0.07040925121401587,0.01200000000000001,0.9848675914249685
0,2,feature 1,0.783,4.0,0.47340549384302183,0.8450061785558503,0.07337492658338485,0.010000000000000009,0.987389659520807
0,2,feature 2,0.807,0.125,0.5265945061569782,0.9576965536457904,0.022276762441633235,-0.014000000000000012,1.0176544766708702
0,2,feature 2,0.809,0.25,0.5265945061569782,0.9337284581332835,0.034898229861565044,-0.016000000000000014,1.0201765447667088
0,2,feature 2,0.804,0.5,0.5265945061569782,0.9274978491286361,0.03817923433342463,-0.01100000000000001,1.0138713745271122
0,2,feature 2,0.781,0.75,0.5265945061569782,0.8408710816108245,0.083796414194442,0.01200000000000001,0.9848675914249685
0,2,feature 2,0.773,1.0,0.5265945061569782,0.8350248130559141,0.08687502709697603,0.020000000000000018,0.9747793190416141
0,2,feature 2,0.773,1.5,0.5265945061569782,0.7947678771704743,0.10807410836896242,0.020000000000000018,0.9747793190416141
0,2,feature 2,0.772,2.0,0.5265945061569782,0.7587358069867063,0.12704839857319727,0.02100000000000002,0.9735182849936949
0,2,feature 2,0.759,2.5,0.5265945061569782,0.7703966603190278,0.1209078572712945,0.03400000000000003,0.957124842370744
0,2,feature 2,0.763,3.0,0.5265945061569782,0.7514264339248597,0.1308974742710175,0.030000000000000027,0.9621689785624211
0,2,feature 2,0.759,3.5,0.5265945061569782,0.7521766229552924,0.13050242884901242,0.03400000000000003,0.957124842370744
0,2,feature 2,0.761,4.0,0.5265945061569782,0.7447588839349777,0.1344085694652164,0.03200000000000003,0.9596469104665826
